3401	3-2121
63CB	2-3572
63CC	2-3573
63CD	2-3574
63CE	2-3575
63CF	0-595A
63D0	0-702B
63D1	2-3576
63D2	2-3577
63D3	2-3578
63D4	2-3579
63D5	2-357A
63D6	0-6B67
63D7	2-357B
63D8	2-357C
63D9	2-357D
63DA	0-6540
63DB	0-7C35
63DC	2-357E
63DD	2-3621
63DE	2-3622
63DF	1-6429
63E0	1-663E
63E1	0-6444
63E2	2-3623
63E3	1-7061
63E4	2-3624
63E5	2-3625
63E6	2-3626
63E7	2-3627
63E8	2-3628
63E9	1-576A
63EA	2-3629
63EB	1-7041
63EC	2-362A
63ED	0-4C29
63EE	0-7D46
63EF	2-362B
63F0	2-362C
63F1	2-362D
63F2	1-644A
63F3	2-362E
63F4	0-6A35
63F5	1-5822
63F6	0-652A
63F7	0-5F3A
63F8	2-362F
63F9	2-3630
63FA	2-3631
6406	1-5A56
6408	2-3632
6409	1-5733
640A	2-3633
640B	2-3634
640C	2-3635
640D	0-615F
640E	2-3636
640F	0-5A51
6410	2-3637
6411	2-3638
6412	1-6148
6413	2-3639
6414	0-6138
6415	2-363A
6416	0-6874
6417	0-537D
6418	2-363B
6419	2-363C
641A	2-363D
641B	2-363E
641C	0-6224
641E	2-363F
641F	2-3640
6420	2-3641
6421	2-3642
6422	0-724A
6423	2-3643
6424	1-666A
6425	1-7042
6426	2-3644
6427	2-3645
6428	1-714D
6429	2-3646
642A	1-5D23
642B	1-6139
642C	0-5A66
642D	0-7733
642E	2-3647
642F	1-5D3D
6430	1-593C
6431	2-3648
6432	2-3649
6433	2-364A
6434	2-364B
6435	2-364C
6436	1-6E6C
6437	2-364D
6438	2-364E
6439	2-364F
643A	0-7D4D
643D	2-3650
643E	0-7336
643F	2-3651
6441	2-3652
644B	2-3653
644C	2-3654
644D	2-3655
644E	2-3656
644F	2-3657
6450	2-3658
6451	2-3659
6452	2-365A
6453	2-365B
6454	2-365C
6457	2-365D
6458	0-6E57
6459	2-365E
645A	2-365F
645B	2-3660
645C	2-3661
645D	2-3662
645E	2-3663
645F	2-3664
6460	0-7544
6461	2-3665
6463	2-3666
6465	2-3667
6466	2-3668
6467	1-7034
6469	0-5824
646B	2-3669
646C	2-366A
646D	1-6F2C
646E	2-366B
646F	0-7227
6470	2-366C
6472	2-366D
6473	1-5A57
6474	2-366E
6475	2-366F
6476	2-3670
6477	2-3671
6478	0-5938
6479	0-5939
647A	0-6F49
647B	1-6452
647C	2-3672
647D	1-7248
647F	2-3673
6482	2-3674
6485	1-5B2D
6487	2-3675
6488	0-564E
6489	2-3676
648A	2-3677
648B	2-3678
648C	2-3679
648D	2-367A
648E	2-367B
648F	2-367C
6490	1-7159
6491	0-774B
6492	0-5F2E
6493	0-6875
6495	1-642A
6496	2-367D
6497	2-367E
6498	2-3721
6499	1-6D64
649A	0-5235
649B	2-3722
649C	2-3723
649D	1-7479
649E	0-5355
649F	1-5A37
64A0	2-3724
64A1	2-3725
64A2	2-3726
64A3	2-3727
64A4	0-744C
64A5	0-5A7C
64A6	2-3728
64A8	2-3729
64A9	1-5F35
64AB	0-5968
64AC	2-372A
64AD	0-776B
64AE	0-7549
64B0	0-733C
64B1	2-372B
64B2	0-5A52
64B3	2-372C
64B9	2-372D
64BB	0-5335
64BC	1-574C
64BD	2-372E
64BE	1-5950
64BF	1-582B
64C1	0-6836
64C2	2-372F
64C3	2-3730
64C4	0-564F
64C5	0-743A
64C6	2-3731
64C7	0-7749
64C9	1-6E49
64CA	0-4C2A
64CB	2-3732
64CD	0-7043
64CE	0-4C56
64CF	2-3733
64D0	1-7439
64D1	2-3734
64D2	0-5053
64D3	2-3735
64D4	0-533D
64D5	1-747C
64D6	2-3736
64D7	1-6161
64D8	0-5B7B
64D9	2-3737
64DA	0-4B60
64DB	2-3738
64DF	2-3739
64E0	1-6C67
64E1	0-5364
64E2	0-7677
64E3	1-5D3E
64E4	2-373A
64E5	0-553A
64E6	0-734D
64E7	0-4B61
64E9	2-373B
64EB	2-373C
64EC	0-6B74
64ED	1-742F
64EF	1-6339
64F0	2-373D
64F1	1-5734
64F2	0-742D
64F3	2-373E
64F4	0-7C2A
64F5	2-373F
64F7	2-3740
64FA	0-776C
64FB	2-3741
64FC	2-3742
64FD	2-3743
64FE	0-6876
64FF	2-3744
6500	0-5A67
6501	2-3745
6502	1-5F28
6503	2-3746
6504	0-774C
6505	2-3747
6506	2-3748
6507	1-7343
6508	2-3749
6509	2-374A
650A	1-5E46
650B	2-374B
650C	2-374C
650D	2-374D
650E	2-374E
650F	1-5F22
6510	2-374F
6513	2-3750
6514	1-5E22
6515	2-3751
6516	2-3752
6517	2-3753
6518	0-6541
6519	1-6E5B
651B	2-3754
651C	2-3755
651D	0-606E
651E	2-3756
651F	2-3757
6520	2-3758
6521	2-3759
6522	1-6E4F
6523	0-557D
6524	1-7143
6525	2-375A
6526	2-375B
6527	2-375C
6529	2-375D
652A	0-4E66
652B	0-7C2B
652C	0-553B
652D	2-375E
652E	2-375F
652F	0-7228
6531	2-3760
6532	1-5B6D
6533	2-3761
6534	2-3762
6535	2-3763
6536	0-6225
6537	0-4D39
6538	0-6A72
6539	0-4B47
653A	2-3764
653B	0-4D74
653C	2-3765
653D	1-613A
653E	0-5B2F
653F	0-6F59
6540	2-3766
6541	2-3767
6543	2-3768
6544	2-3769
6545	0-4D3A
6546	2-376A
6548	0-7C79
6549	1-607B
654A	2-376B
654D	0-5F73
654E	0-4E67
654F	0-5A42
6550	2-376C
6551	0-4F2D
6552	2-376D
6553	2-376E
6554	1-6727
6555	1-707C
6556	0-6779
6557	0-7828
6558	2-376F
6559	2-3770
655C	2-3771
655D	1-7234
655E	0-7362
655F	2-3772
6560	2-3773
6561	2-3774
6562	0-4A72
6563	0-5F24
6564	2-3775
6565	2-3776
6566	0-5444
6567	2-3777
656B	2-3778
656C	0-4C57
656D	0-6542
656F	2-3779
6570	2-377A
6571	2-377B
6572	0-4D3B
6574	0-6F5A
6575	0-6E58
6576	2-377C
6577	0-5D27
6578	0-6226
6579	2-377D
657A	2-377E
657C	2-3821
657E	0-6040
657F	2-3822
6580	2-3823
6581	1-5D62
6582	0-5630
6583	0-784A
6584	2-3824
6585	0-7C7A
6587	0-597E
6588	2-3825
6589	2-3826
658C	0-5E30
658E	2-3827
6590	0-5D6C
6591	0-5A68
6592	2-3828
6594	2-3829
6595	2-382A
6597	0-5460
6599	0-5679
659B	0-4D57
659C	0-5E58
659D	1-5727
659E	2-382B
659F	0-7278
65A0	2-382C
65A1	0-6456
65A2	2-382D
65A3	2-382E
65A4	0-5045
65A5	0-742E
65A6	2-382F
65A7	0-5D28
65A8	2-3830
65AA	2-3831
65AB	0-6D45
65AC	0-7356
65AD	2-3832
65AE	2-3833
65AF	0-5E59
65B0	0-6366
65B1	1-6B2D
65B2	1-6E4A
65B3	2-3834
65B4	2-3835
65B5	2-3836
65B6	2-3837
65B7	0-5328
65B8	2-3838
65B9	0-5B30
65BC	0-655A
65BD	0-633F
65BF	1-696D
65C0	2-3839
65C1	0-5B31
65C2	1-5B6E
65C3	1-6B7B
65C4	1-604E
65C5	0-5569
65C6	1-7179
65C8	2-383A
65CA	1-6149
65CB	0-6041
65CC	0-6F5B
65CD	2-383B
65CE	2-383C
65CF	0-7069
65D0	2-383D
65D1	2-383E
65D2	0-5732
65D3	2-383F
65D5	2-3840
65D6	2-3841
65D7	0-507D
65DA	2-3842
65DB	2-3843
65DC	2-3844
65DD	2-3845
65DE	2-3846
65DF	2-3847
65E0	0-5969
65E1	2-3848
65E3	0-507E
65E5	0-6C6D
65E6	0-5329
65E7	2-3849
65E8	0-7229
65E9	0-7044
65EC	0-6262
65ED	0-696F
65EE	2-384A
65F0	2-384B
65F1	0-7951
65F2	1-5D33
65F3	2-384C
65F4	0-6959
65F5	2-384D
65F9	2-384E
65FA	0-685A
65FB	0-5A43
65FC	0-5A44
65FD	0-5445
65FE	2-384F
65FF	0-677A
6600	1-6A29
6601	2-3850
6602	2-3851
6603	1-7069
6604	2-3852
6605	2-3853
6606	0-4D60
6607	0-6330
6608	2-3854
6609	0-5B32
660A	0-7B44
660B	2-3855
660C	0-7363
660D	2-3856
660E	0-5925
660F	0-7B67
6610	0-5D4B
6611	0-5054
6612	2-3857
6613	0-6636
6614	0-602E
6615	0-7D5A
6616	2-3858
661B	1-5773
661C	2-3859
661D	2-385A
661E	0-5C35
661F	0-6078
6620	0-6731
6621	1-734D
6622	2-385B
6623	2-385C
6624	1-5E5F
6625	0-7570
6626	2-385D
6627	0-585C
6628	0-6D46
6629	2-385E
662A	2-385F
662B	1-5A58
662D	0-6139
662E	2-3860
662F	0-6340
6630	0-7940
6631	0-6970
6632	2-3861
6633	2-3862
6634	0-595B
6635	1-5C61
6636	0-7364
6637	1-683E
6639	2-3863
663A	0-5C36
663B	0-6469
663C	2-3864
6640	2-3865
6641	0-7045
6642	0-6341
6643	0-7C4C
6644	0-7C4D
6645	2-3866
6647	2-3867
6648	1-5A38
6649	0-724B
664A	2-3868
664B	0-724C
664C	1-6378
664E	1-7427
664F	0-644F
6650	2-3869
6651	2-386A
6652	2-386B
6657	2-386C
6658	2-386D
6659	0-715B
665B	0-7A59
665C	2-386E
665D	0-7138
665E	0-7D75
665F	0-6079
6660	2-386F
6661	1-723A
6662	1-6C3F
6663	2-3870
6664	0-677B
6665	0-7C37
6666	0-7C64
6667	0-7B45
6668	0-6367
6669	0-5839
666A	2-3871
666B	0-7678
666C	1-652C
666E	0-5C45
666F	0-4C58
6670	1-6431
6671	2-3872
6672	2-3873
6673	0-602F
6674	0-7467
6675	2-3874
6676	0-6F5C
6677	0-4F7C
6678	0-6F5D
6679	2-3875
667A	0-722A
667B	1-6647
667C	2-3876
667D	2-3877
667E	2-3878
6680	2-3879
6681	2-387A
6684	0-7D3E
6685	2-387B
6686	2-387C
6687	0-4A2C
6688	0-7D3B
6689	0-7D47
668A	2-387D
668B	1-6127
668C	1-5B3A
668D	2-387E
668E	0-6732
668F	2-3921
6690	0-6A51
6691	0-5F74
6692	2-3922
6694	2-3923
6695	2-3924
6696	0-516C
6697	0-645E
6698	0-6543
6699	2-3925
669A	2-3926
669B	2-3927
669D	0-5926
669E	1-5A39
669F	2-3928
66A0	0-4D3C
66A1	2-3929
66A2	0-7365
66A3	1-5B6F
66A4	2-392A
66A5	2-392B
66A9	2-392C
66AA	2-392D
66AB	0-6D55
66AC	1-644B
66AD	2-392E
66AE	0-593A
66AF	2-392F
66B0	2-3930
66B1	1-5C62
66B2	0-6D67
66B3	0-7B35
66B4	0-786C
66B5	1-7278
66B6	2-3931
66B7	2-3932
66B8	1-5F36
66B9	0-6067
66BA	2-3933
66BB	0-4C59
66BC	2-3934
66BD	2-3935
66BE	0-5446
66BF	1-753A
66C0	1-673C
66C1	1-5B70
66C4	0-6725
66C5	1-675E
66C6	0-5575
66C7	0-533E
66C8	2-3936
66C9	0-7C7B
66CA	2-3937
66CB	2-3938
66CC	2-3939
66CE	2-393A
66CF	2-393B
66D1	2-393C
66D2	2-393D
66D3	1-723B
66D4	2-393E
66D6	0-6472
66D8	2-393F
66D9	0-5F75
66DA	1-605C
66DB	1-746B
66DC	0-6878
66DD	0-786D
66DE	2-3940
66E0	0-4E47
66E3	1-6748
66E4	2-3941
66E5	2-3942
66E6	0-7D76
66E8	1-5F23
66E9	1-5C37
66EA	1-5D75
66EB	2-3943
66EC	1-6527
66ED	2-3944
66EE	1-6735
66EF	1-7027
66F0	0-6858
66F2	0-4D58
66F3	0-6756
66F4	0-4C5A
66F7	0-4A63
66F8	0-5F76
66F9	0-7047
66FA	0-7046
66FC	0-583A
66FE	0-7174
66FF	0-7470
6700	0-754C
6701	2-3945
6703	0-7C65
6704	2-3946
6705	1-5829
6708	0-6A45
6709	0-6A73
670A	2-3947
670B	0-5D5B
670C	1-613B
670D	0-5C57
670E	2-3948
670F	2-3949
6710	2-394A
6712	2-394B
6713	2-394C
6714	0-5E7D
6715	0-7279
6717	0-5547
6718	2-394D
671B	0-5850
671D	0-7048
671E	0-5121
671F	0-5122
6720	2-394E
6721	2-394F
6722	2-3950
6723	1-5D57
6725	4-00B5
6726	0-5954
6727	0-5668
6728	0-594A
672A	0-5A31
672B	0-5847
672C	0-5C62
672D	0-734E
672E	0-7574
6730	2-3951
6731	0-7139
6733	1-7176
6734	0-5A53
6735	2-3952
6736	0-766A
6737	2-3953
6738	2-3954
6739	2-3955
673A	0-4F75
673B	2-3956
673C	2-3957
673D	0-7D2E
673E	2-3958
673F	2-3959
6745	1-6936
6746	0-4A52
6747	2-395A
6748	2-395B
6749	0-5F34
674B	2-395C
674C	2-395D
674D	2-395E
674E	0-575D
674F	0-7A3A
6750	0-6E27
6751	0-753D
6753	0-7875
6754	2-395F
6755	2-3960
6756	0-6D68
6757	2-3961
6758	2-3962
6759	2-3963
675A	2-3964
675C	0-5461
675D	2-3965
675E	0-5123
675F	0-6156
6760	1-575C
6761	2-3966
6762	2-3967
6763	2-3968
6764	2-3969
6765	2-396A
676A	1-6F74
676B	2-396B
676C	1-694B
676D	0-7978
676E	2-396C
676F	0-5B4A
6770	0-4B79
6771	0-5454
6772	1-586E
6773	0-595C
6774	2-396D
6775	0-6E3E
6776	2-396E
6777	0-776D
6778	2-396F
6779	2-3970
677A	2-3971
677B	0-526E
677C	1-6B5D
677D	2-3972
677E	0-6166
677F	0-7779
6781	2-3973
6782	2-3974
6783	2-3975
6784	2-3976
6785	2-3977
6786	2-3978
6787	0-5D6D
6789	0-685B
678A	2-3979
678B	0-5B33
678C	1-6250
678D	2-397A
678E	2-397B
678F	0-5177
6790	0-6030
6791	2-397C
6792	2-397D
6793	0-5462
6794	2-397E
6795	0-7657
6796	2-3A21
6797	0-5779
6798	1-6772
6799	1-6855
679A	0-585D
679C	0-4D7D
679D	0-722B
679F	2-3A22
67A1	2-3A23
67A2	2-3A24
67AE	2-3A25
67AF	0-4D3D
67B0	0-7842
67B2	1-655F
67B3	0-722C
67B5	2-3A26
67B6	0-4A2D
67B7	0-4A2E
67B8	0-4F2E
67B9	2-3A27
67BA	2-3A28
67BB	2-3A29
67BC	2-3A2A
67BE	0-6342
67BF	2-3A2B
67C0	2-3A2C
67C1	1-712F
67C2	2-3A2D
67C3	2-3A2E
67C4	0-5C37
67C5	1-5C5D
67C6	2-3A2F
67C8	2-3A30
67C9	2-3A31
67CA	1-6D3E
67CB	2-3A32
67CC	2-3A33
67CD	2-3A34
67CE	2-3A35
67CF	0-5B5A
67D0	0-593B
67D1	0-4A73
67D2	0-7653
67D3	0-6678
67D4	0-6A75
67D6	2-3A36
67D7	1-6523
67D8	1-6A73
67D9	1-7327
67DA	0-6A76
67DB	2-3A37
67DC	2-3A38
67DD	0-7679
67DE	1-6B2E
67DF	1-5C36
67E0	2-3A39
67E2	1-6B5E
67E3	2-3A3A
67E4	2-3A3B
67E6	2-3A3C
67E7	2-3A3D
67E9	0-4F2F
67EA	2-3A3E
67EB	2-3A3F
67EC	0-4A53
67ED	2-3A40
67EE	2-3A41
67EF	0-4A2F
67F0	0-5230
67F1	0-713A
67F2	2-3A42
67F3	0-5733
67F4	0-6343
67F5	0-737D
67F6	0-5E5A
67F7	2-3A43
67F8	2-3A44
67F9	1-6560
67FA	2-3A45
67FB	0-5E5B
67FC	2-3A46
67FE	0-6F5E
67FF	2-3A47
6802	2-3A48
6803	1-744C
6804	2-3A49
6805	2-3A4A
680D	2-3A4B
6810	2-3A4C
6812	0-6263
6813	0-6E7B
6814	2-3A4D
6816	0-5F77
6817	0-574A
6818	2-3A4E
6819	2-3A4F
681A	2-3A50
681C	2-3A51
681D	1-596E
681E	1-5738
681F	2-3A52
6820	2-3A53
6821	0-4E68
6822	0-5B5B
6825	2-3A54
6826	2-3A55
6827	2-3A56
6828	2-3A57
6829	2-3A58
682A	0-713B
682B	2-3A59
682C	2-3A5A
682D	2-3A5B
682E	1-6A52
682F	0-6971
6830	2-3A5C
6831	1-5943
6832	1-586F
6833	2-3A5D
6834	1-6B7C
6835	2-3A5E
6836	2-3A5F
6838	0-7A37
6839	0-5046
683A	2-3A60
683B	1-656C
683C	0-4C2B
683D	0-6E28
683E	2-3A61
683F	2-3A62
6840	0-4B7A
6841	0-7979
6842	0-4C7D
6843	0-537E
6844	1-5974
6845	2-3A63
6846	1-5975
6848	0-6450
6849	1-6638
684A	2-3A64
684B	2-3A65
684C	2-3A66
684D	2-3A67
684E	0-726E
684F	2-3A68
6850	0-5455
6851	0-5F4D
6853	0-7C38
6854	0-5150
6855	2-3A69
6857	2-3A6A
6859	2-3A6B
685C	2-3A6C
685D	2-3A6D
686B	2-3A6E
686D	0-724D
686E	2-3A6F
686F	1-6C58
6871	2-3A70
6872	2-3A71
6874	1-6238
6875	2-3A72
6876	0-7752
6877	1-5735
6878	2-3A73
6879	2-3A74
687B	2-3A75
687C	2-3A76
687D	2-3A77
687E	1-5A79
687F	0-4A54
6881	0-5559
6882	2-3A78
6883	1-6C59
6885	0-585E
6886	1-614A
6887	2-3A79
688B	2-3A7A
688C	2-3A7B
688F	0-4D59
6890	2-3A7C
6892	2-3A7D
6893	0-6E29
6894	0-763C
6896	2-3A7E
6897	0-4C5B
6898	2-3B21
689B	1-5C2E
689C	2-3B22
689D	0-7049
689F	0-7C7C
68A0	1-5E3E
68A1	0-6849
68A2	0-747E
68A3	1-6579
68A4	2-3B23
68A5	2-3B24
68A6	2-3B25
68A7	0-677C
68A8	0-575E
68A9	2-3B26
68AA	2-3B27
68AB	2-3B28
68AC	2-3B29
68AD	0-5E5C
68AE	2-3B2A
68AF	0-702C
68B0	0-4C7E
68B1	0-4D61
68B2	2-3B2B
68B3	0-613A
68B4	2-3B2C
68B5	0-5B6F
68B6	0-5A32
68C3	2-3B2D
68C4	0-5125
68C5	0-5C38
68C6	2-3B2E
68C7	2-3B2F
68C8	2-3B30
68C9	0-5876
68CA	1-5B71
68CB	0-5124
68CC	1-6E78
68CD	0-4D62
68CE	2-3B31
68CF	2-3B32
68D0	1-6274
68D1	2-3B33
68D2	0-5C6A
68D3	2-3B34
68D4	2-3B35
68D5	0-7077
68D6	1-6C5A
68D7	0-704A
68D8	0-503E
68D9	2-3B36
68DA	0-5D5C
68DC	2-3B37
68DD	2-3B38
68DE	2-3B39
68DF	0-5456
68E0	0-5356
68E1	2-3B3A
68E3	1-6F5F
68E4	2-3B3B
68E5	2-3B3C
68E6	2-3B3D
68E7	0-6D50
68E8	0-4D21
68E9	2-3B3E
68EA	2-3B3F
68EB	2-3B40
68EC	1-5B24
68ED	2-3B41
68EE	0-5F35
68EF	2-3B42
68F0	2-3B43
68F1	2-3B44
68F2	0-5F78
68F3	2-3B45
68F4	2-3B46
68F5	2-3B47
68F6	2-3B48
68F7	2-3B49
68F8	2-3B4A
68F9	0-5421
68FA	0-4E32
68FB	1-6251
68FC	1-6252
68FD	2-3B4B
68FF	2-3B4C
6900	0-684A
6901	1-5959
6904	1-6C4C
6905	0-6B75
6906	2-3B4D
6907	2-3B4E
6908	2-3B4F
6909	2-3B50
690A	2-3B51
690B	1-5E37
690C	2-3B52
690D	0-6355
690E	0-7550
690F	2-3B53
6910	2-3B54
6911	1-6275
6912	0-7521
6913	2-3B55
6914	2-3B56
6915	2-3B57
6917	2-3B58
6919	1-6E6D
691A	2-3B59
691B	2-3B5A
691C	2-3B5B
6925	2-3B5C
6927	0-5927
692A	2-3B5D
6930	0-652B
6931	2-3B5E
6932	2-3B5F
6933	2-3B60
6934	1-5C66
6935	2-3B61
6936	1-6D3F
6937	2-3B62
6938	2-3B63
6939	1-7125
693A	2-3B64
693B	2-3B65
693C	2-3B66
693D	0-664B
693F	0-7571
6940	2-3B67
6941	2-3B68
6942	1-634E
6943	2-3B69
6944	2-3B6A
6945	2-3B6B
6948	2-3B6C
6949	2-3B6D
694A	0-6545
694B	2-3B6E
694C	2-3B6F
694E	2-3B70
694F	1-5B3B
6950	2-3B71
6951	2-3B72
6952	2-3B73
6953	0-7923
6954	0-605B
6955	0-766B
6957	0-4B71
6958	2-3B74
6959	0-596A
695A	0-7522
695B	2-3B75
695C	2-3B76
695D	1-5E4D
695E	0-5751
695F	2-3B77
6960	0-5178
6961	0-6A78
6962	0-6A79
6963	0-5A33
6964	2-3B78
6965	1-694C
6966	2-3B79
6968	0-6F5F
6969	2-3B7A
696A	1-6C4D
696B	0-716F
696C	1-5742
696D	0-6576
696E	0-6E3F
696F	0-6264
6970	2-3B7B
6971	2-3B7C
6972	2-3B7D
6973	1-6030
6974	2-3B7E
6975	0-503F
6976	2-3C21
6977	0-7A2C
6978	0-7551
6979	0-6733
697A	2-3C22
697B	2-3C23
697C	2-3C24
697D	2-3C25
697F	2-3C26
6980	2-3C27
698B	2-3C28
698C	2-3C29
698D	2-3C2A
698E	1-5728
698F	2-3C2B
6990	2-3C2C
6991	1-6239
6993	2-3C2D
6994	1-5E2C
6995	0-693E
6996	2-3C2E
6998	1-5A59
6999	2-3C2F
699A	2-3C30
699B	0-724E
699C	0-5B34
699E	2-3C31
699F	1-6B54
69A1	2-3C32
69A3	2-3C33
69A4	1-582A
69A5	0-7C4E
69A6	1-5739
69A7	0-5D6E
69A8	2-3C34
69A9	2-3C35
69AA	2-3C36
69AB	2-3C37
69AC	2-3C38
69AD	1-634F
69AE	0-6734
69AF	2-3C39
69B0	1-6D7C
69B1	1-7035
69B2	2-3C3A
69B3	2-3C3B
69B4	0-5734
69B5	2-3C3C
69B6	2-3C3D
69B7	1-5A3A
69B8	2-3C3E
69B9	2-3C3F
69BA	2-3C40
69BB	0-7734
69BC	1-7328
69BD	2-3C41
69BE	1-593D
69BF	2-3C42
69C0	1-5870
69C1	0-4D3E
69C2	2-3C43
69C3	0-5A69
69C4	2-3C44
69C5	2-3C45
69C6	2-3C46
69C7	1-6B7D
69C8	2-3C47
69C9	2-3C48
69CA	1-635C
69CB	0-4F30
69CC	0-7759
69CD	0-7366
69CE	1-6E45
69CF	2-3C49
69D0	0-4E59
69D3	1-5944
69D6	2-3C4A
69E2	2-3C4B
69E3	2-3C4C
69E4	2-3C4D
69E5	1-7369
69E6	1-6929
69E7	1-6E5C
69E8	0-4E2A
69E9	1-576B
69EA	0-4B48
69EB	2-3C4E
69EC	2-3C4F
69ED	1-6422
69EE	2-3C50
69EF	2-3C51
69F0	2-3C52
69F1	2-3C53
69F2	1-592A
69F3	2-3C54
69F4	2-3C55
69F5	2-3C56
69F6	2-3C57
69F7	2-3C58
69F8	2-3C59
69F9	1-5871
69FB	0-5027
69FD	0-704B
69FE	2-3C5A
69FF	0-5047
6A00	1-6B6D
6A01	2-3C5B
6A02	0-6445
6A03	2-3C5C
6A04	2-3C5D
6A05	1-6D40
6A06	2-3C5E
6A07	2-3C5F
6A08	2-3C60
6A09	2-3C61
6A0A	0-5B60
6A0B	1-715F
6A0C	2-3C62
6A0D	2-3C63
6A0F	2-3C64
6A10	2-3C65
6A11	0-555A
6A12	1-612F
6A13	0-5727
6A14	1-646C
6A15	2-3C66
6A16	2-3C67
6A17	0-6E40
6A18	2-3C68
6A19	0-7876
6A1A	2-3C69
6A1B	1-5B3C
6A1D	2-3C6A
6A1E	0-7552
6A1F	0-6D69
6A20	2-3C6B
6A21	0-593C
6A22	2-3C6C
6A23	0-6546
6A24	2-3C6D
6A25	2-3C6E
6A26	2-3C6F
6A27	2-3C70
6A28	2-3C71
6A29	2-3C72
6A2B	1-5835
6A2C	2-3C73
6A32	2-3C74
6A33	2-3C75
6A34	2-3C76
6A35	0-7523
6A37	2-3C77
6A38	0-5A54
6A39	0-6227
6A3A	0-7B7C
6A3B	1-5B2E
6A3C	2-3C78
6A3D	0-715C
6A3E	2-3C79
6A3F	2-3C7A
6A40	2-3C7B
6A41	2-3C7C
6A43	1-615C
6A44	0-4A74
6A45	2-3C7D
6A46	2-3C7E
6A47	1-7066
6A48	0-687A
6A49	2-3D21
6A4A	1-5F47
6A4B	0-4E69
6A4C	2-3D22
6A4D	2-3D23
6A4E	2-3D24
6A4F	2-3D25
6A50	1-713A
6A51	2-3D26
6A52	0-6978
6A53	0-6265
6A54	2-3D27
6A55	2-3D28
6A56	2-3D29
6A58	0-5039
6A59	0-5472
6A5A	1-6542
6A5B	2-3D2A
6A5D	2-3D2B
6A5E	2-3D2C
6A5F	0-5126
6A60	2-3D2D
6A61	0-5F4E
6A62	1-7130
6A64	2-3D2E
6A66	1-5D58
6A67	2-3D2F
6A68	2-3D30
6A69	2-3D31
6A6A	2-3D32
6A6B	0-7C74
6A6D	2-3D33
6A6F	2-3D34
6A70	2-3D35
6A71	2-3D36
6A72	2-3D37
6A74	2-3D38
6A75	1-6363
6A76	2-3D39
6A7B	2-3D3A
6A7D	2-3D3B
6A7E	2-3D3C
6A7F	1-575D
6A80	0-532A
6A81	2-3D3D
6A83	2-3D3E
6A84	0-4C2C
6A85	2-3D3F
6A86	2-3D40
6A87	2-3D41
6A89	0-6F60
6A8B	2-3D42
6A8C	2-3D43
6A8D	0-6565
6A8E	0-5055
6A90	1-6F4F
6A91	2-3D44
6A92	2-3D45
6A93	2-3D46
6A94	1-5D24
6A95	2-3D47
6A96	2-3D48
6A97	0-5B7C
6A9A	2-3D49
6A9B	2-3D4A
6A9C	0-7C66
6A9D	1-6D74
6A9E	2-3D4B
6A9F	1-5729
6AA0	1-5850
6AA1	2-3D4C
6AA2	0-4B7E
6AA3	0-6D6A
6AA4	2-3D4D
6AA5	2-3D4E
6AA6	2-3D4F
6AA8	2-3D50
6AAB	2-3D51
6AAC	2-3D52
6AAD	2-3D53
6AAE	1-5D3F
6AAF	2-3D54
6AB0	2-3D55
6AB3	0-5E31
6AB4	2-3D56
6AB5	2-3D57
6AB6	1-6757
6AB7	2-3D58
6AB8	2-3D59
6AB9	2-3D5A
6ABA	2-3D5B
6ABB	0-7963
6ABC	1-6A33
6ABD	2-3D5C
6ABE	2-3D5D
6ABF	1-6756
6AC1	2-3D5E
6AC2	0-5422
6AC3	0-4F76
6AC5	2-3D5F
6AC6	2-3D60
6AC7	2-3D61
6ACB	2-3D62
6ACC	2-3D63
6ACD	2-3D64
6ACE	2-3D65
6ACF	2-3D66
6AD0	2-3D67
6AD1	2-3D68
6AD3	0-5650
6AD9	2-3D69
6ADA	0-556A
6ADB	0-716E
6ADC	1-5872
6ADD	1-5D4A
6ADE	1-6749
6ADF	1-5E47
6AE0	2-3D6A
6AE1	2-3D6B
6AE7	2-3D6C
6AE8	2-3D6D
6AE9	2-3D6E
6AEA	1-5E48
6AEB	2-3D6F
6AEC	1-707D
6AEE	2-3D70
6AEF	2-3D71
6AF0	2-3D72
6AF1	2-3D73
6AF2	2-3D74
6AF3	2-3D75
6AF6	0-7A4B
6AF7	2-3D76
6AF9	2-3D78
6AFA	2-3D79
6AFB	0-6521
6AFC	1-6F50
6B00	2-3D7A
6B02	1-6132
6B03	1-6E5D
6B04	0-5531
6B05	2-3D77
6B06	2-3D7B
6B07	2-3D7C
6B08	2-3D7D
6B09	2-3D7E
6B0A	0-4F6D
6B0B	2-3E21
6B0C	0-6D6B
6B0F	2-3E22
6B10	2-3E23
6B11	1-6E50
6B12	0-5532
6B13	2-3E24
6B14	2-3E25
6B15	2-3E26
6B16	0-553C
6B17	2-3E27
6B18	2-3E28
6B1A	2-3E29
6B1B	2-3E2A
6B1C	2-3E2B
6B1D	2-3E2C
6B1E	1-5E60
6B20	0-7D62
6B21	0-732D
6B23	0-7D5B
6B25	2-3E2D
6B26	2-3E2E
6B27	2-3E2F
6B28	2-3E30
6B29	2-3E31
6B2A	2-3E32
6B2B	2-3E33
6B2C	1-7334
6B2D	2-3E34
6B2E	2-3E35
6B2F	2-3E36
6B30	2-3E37
6B31	2-3E38
6B32	0-6930
6B33	2-3E39
6B34	2-3E3A
